method,protein,ligand,affinity,output_file
qvina,8SPD,ligand_495,-6.9,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_495_out.pdbqt
qvina,8SPD,ligand_496,-6.4,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_496_out.pdbqt
qvina,8SPD,ligand_497,-5.6,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_497_out.pdbqt
qvina,8SPD,ligand_498,-6.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_498_out.pdbqt
qvina,8SPD,ligand_499,-5.9,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_499_out.pdbqt
qvina,8SPD,ligand_500,-6.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_500_out.pdbqt
qvina,8SPD,ligand_501,-5.4,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_501_out.pdbqt
qvina,8SPD,ligand_502,-5.6,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_502_out.pdbqt
qvina,8SPD,ligand_503,-5.6,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_503_out.pdbqt
qvina,8SPD,ligand_504,-4.8,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_504_out.pdbqt
qvina,8SPD,ligand_505,-4.8,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_505_out.pdbqt
qvina,8SPD,ligand_506,-5.8,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_506_out.pdbqt
qvina,8SPD,ligand_507,-4.9,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_507_out.pdbqt
qvina,8SPD,ligand_508,-5.5,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_508_out.pdbqt
qvina,8SPD,ligand_509,-5.2,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_509_out.pdbqt
qvina,8SPD,ligand_510,-5.1,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_510_out.pdbqt
qvina,8SPD,ligand_511,-5.7,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_511_out.pdbqt
qvina,8SPD,ligand_512,-5.1,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_512_out.pdbqt
qvina,8SPD,ligand_513,-5.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_513_out.pdbqt
qvina,8SPD,ligand_514,-5.1,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_514_out.pdbqt
qvina,8SPD,ligand_515,-5.1,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_515_out.pdbqt
qvina,8SPD,ligand_516,-4.9,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_516_out.pdbqt
qvina,8SPD,ligand_517,-5.1,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_517_out.pdbqt
qvina,8SPD,ligand_518,-5.3,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_518_out.pdbqt
qvina,8SPD,ligand_519,-5.3,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_519_out.pdbqt
qvina,8SPD,ligand_520,-5.5,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_520_out.pdbqt
qvina,8SPD,ligand_521,-5.6,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_521_out.pdbqt
qvina,8SPD,ligand_522,-5.8,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_522_out.pdbqt
qvina,8SPD,ligand_523,-4.4,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_523_out.pdbqt
qvina,8SPD,ligand_524,-4.7,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_524_out.pdbqt
qvina,8SPD,ligand_525,-4.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_525_out.pdbqt
qvina,8SPD,ligand_526,-5.4,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_526_out.pdbqt
qvina,8SPD,ligand_527,-5.1,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_527_out.pdbqt
qvina,8SPD,ligand_528,-5.4,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_528_out.pdbqt
qvina,8SPD,ligand_529,-5.1,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_529_out.pdbqt
qvina,8SPD,ligand_530,-5.4,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_530_out.pdbqt
qvina,8SPD,ligand_531,-5.6,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_531_out.pdbqt
qvina,8SPD,ligand_532,-5.5,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_532_out.pdbqt
qvina,8SPD,ligand_533,-5.4,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_533_out.pdbqt
qvina,8SPD,ligand_534,-5.7,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_534_out.pdbqt
qvina,8SPD,ligand_535,-5.2,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_535_out.pdbqt
qvina,8SPD,ligand_536,-5.2,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_536_out.pdbqt
qvina,8SPD,ligand_537,,
qvina,8SPD,ligand_538,-4.4,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_538_out.pdbqt
qvina,8SPD,ligand_539,-5.7,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_539_out.pdbqt
qvina,8SPD,ligand_540,-4.2,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_540_out.pdbqt
qvina,8SPD,ligand_541,-5.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_541_out.pdbqt
qvina,8SPD,ligand_542,-5.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_542_out.pdbqt
qvina,8SPD,ligand_543,-4.9,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_543_out.pdbqt
qvina,8SPD,ligand_544,-5.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_544_out.pdbqt
qvina,8SPD,ligand_545,-4.9,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_545_out.pdbqt
qvina,8SPD,ligand_546,-5.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_546_out.pdbqt
qvina,8SPD,ligand_547,-4.8,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_547_out.pdbqt
qvina,8SPD,ligand_548,-6.2,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_548_out.pdbqt
qvina,8SPD,ligand_549,-5.7,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_549_out.pdbqt
qvina,8SPD,ligand_550,-5.3,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_550_out.pdbqt
qvina,8SPD,ligand_551,-6.2,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_551_out.pdbqt
qvina,8SPD,ligand_552,-6.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_552_out.pdbqt
qvina,8SPD,ligand_553,-6.4,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_553_out.pdbqt
qvina,8SPD,ligand_554,,
qvina,8SPD,ligand_555,-4.9,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_555_out.pdbqt
qvina,8SPD,ligand_556,-4.8,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_556_out.pdbqt
qvina,8SPD,ligand_557,-4.6,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_557_out.pdbqt
qvina,8SPD,ligand_558,-4.8,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_558_out.pdbqt
qvina,8SPD,ligand_559,-4.7,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_559_out.pdbqt
qvina,8SPD,ligand_560,-5.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_560_out.pdbqt
qvina,8SPD,ligand_561,-5.1,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_561_out.pdbqt
qvina,8SPD,ligand_562,-5.1,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_562_out.pdbqt
qvina,8SPD,ligand_563,-5.2,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_563_out.pdbqt
qvina,8SPD,ligand_564,-5.5,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_564_out.pdbqt
qvina,8SPD,ligand_565,-5.5,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_565_out.pdbqt
qvina,8SPD,ligand_566,-5.3,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_566_out.pdbqt
qvina,8SPD,ligand_567,-6.2,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_567_out.pdbqt
qvina,8SPD,ligand_568,-5.3,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_568_out.pdbqt
qvina,8SPD,ligand_569,-4.9,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_569_out.pdbqt
qvina,8SPD,ligand_570,-4.4,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_570_out.pdbqt
qvina,8SPD,ligand_571,-5.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_571_out.pdbqt
qvina,8SPD,ligand_572,-5.8,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_572_out.pdbqt
qvina,8SPD,ligand_573,-5.7,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_573_out.pdbqt
qvina,8SPD,ligand_574,-4.7,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_574_out.pdbqt
qvina,8SPD,ligand_575,-5.6,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_575_out.pdbqt
qvina,8SPD,ligand_576,-5.8,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_576_out.pdbqt
qvina,8SPD,ligand_577,-5.8,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_577_out.pdbqt
qvina,8SPD,ligand_578,-5.3,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_578_out.pdbqt
qvina,8SPD,ligand_579,-5.5,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_579_out.pdbqt
qvina,8SPD,ligand_580,-5.6,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_580_out.pdbqt
qvina,8SPD,ligand_581,-5.8,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_581_out.pdbqt
qvina,8SPD,ligand_582,-5.5,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_582_out.pdbqt
qvina,8SPD,ligand_583,-5.5,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_583_out.pdbqt
qvina,8SPD,ligand_584,-5.3,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_584_out.pdbqt
qvina,8SPD,ligand_585,-5.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_585_out.pdbqt
qvina,8SPD,ligand_586,-5.1,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_586_out.pdbqt
qvina,8SPD,ligand_587,-5.5,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_587_out.pdbqt
qvina,8SPD,ligand_588,-5.4,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_588_out.pdbqt
qvina,8SPD,ligand_589,-5.2,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_589_out.pdbqt
qvina,8SPD,ligand_590,-5.2,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_590_out.pdbqt
qvina,8SPD,ligand_591,-5.1,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_591_out.pdbqt
qvina,8SPD,ligand_592,-5.3,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_592_out.pdbqt
qvina,8SPD,ligand_593,-5.2,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_593_out.pdbqt
qvina,8SPD,ligand_594,-5.5,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_594_out.pdbqt
qvina,8SPD,ligand_595,-5.1,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_595_out.pdbqt
qvina,8SPD,ligand_596,-5.1,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_596_out.pdbqt
qvina,8SPD,ligand_597,-5.1,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_597_out.pdbqt
qvina,8SPD,ligand_598,-5.1,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_598_out.pdbqt
qvina,8SPD,ligand_599,-6.2,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_599_out.pdbqt
qvina,8SPD,ligand_600,-6.4,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_600_out.pdbqt
qvina,8SPD,ligand_601,-6.4,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_601_out.pdbqt
qvina,8SPD,ligand_602,-5.4,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_602_out.pdbqt
qvina,8SPD,ligand_603,-5.7,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_603_out.pdbqt
qvina,8SPD,ligand_604,-5.6,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_604_out.pdbqt
qvina,8SPD,ligand_605,-5.3,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_605_out.pdbqt
qvina,8SPD,ligand_606,-5.9,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_606_out.pdbqt
qvina,8SPD,ligand_607,-5.5,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_607_out.pdbqt
qvina,8SPD,ligand_608,-5.6,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_608_out.pdbqt
qvina,8SPD,ligand_609,-5.4,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_609_out.pdbqt
qvina,8SPD,ligand_610,-5.1,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_610_out.pdbqt
qvina,8SPD,ligand_611,-5.1,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_611_out.pdbqt
qvina,8SPD,ligand_612,-5.5,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_612_out.pdbqt
qvina,8SPD,ligand_613,-4.9,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_613_out.pdbqt
qvina,8SPD,ligand_614,-5.2,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_614_out.pdbqt
qvina,8SPD,ligand_615,-5.2,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_615_out.pdbqt
qvina,8SPD,ligand_616,-5.5,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_616_out.pdbqt
qvina,8SPD,ligand_617,-5.7,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_617_out.pdbqt
qvina,8SPD,ligand_618,-5.5,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_618_out.pdbqt
qvina,8SPD,ligand_619,-5.2,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_619_out.pdbqt
qvina,8SPD,ligand_620,-5.4,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_620_out.pdbqt
qvina,8SPD,ligand_621,-5.3,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_621_out.pdbqt
qvina,8SPD,ligand_622,-5.5,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_622_out.pdbqt
qvina,8SPD,ligand_623,-5.1,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_623_out.pdbqt
qvina,8SPD,ligand_624,-5.3,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_624_out.pdbqt
qvina,8SPD,ligand_625,-5.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_625_out.pdbqt
qvina,8SPD,ligand_626,-5.4,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_626_out.pdbqt
qvina,8SPD,ligand_627,-5.3,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_627_out.pdbqt
qvina,8SPD,ligand_628,-5.1,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_628_out.pdbqt
qvina,8SPD,ligand_629,-5.6,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_629_out.pdbqt
qvina,8SPD,ligand_630,-6.1,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_630_out.pdbqt
qvina,8SPD,ligand_631,-5.3,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_631_out.pdbqt
qvina,8SPD,ligand_632,-5.5,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_632_out.pdbqt
qvina,8SPD,ligand_633,-4.8,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_633_out.pdbqt
qvina,8SPD,ligand_634,-5.1,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_634_out.pdbqt
qvina,8SPD,ligand_635,-5.1,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_635_out.pdbqt
qvina,8SPD,ligand_636,-5.3,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_636_out.pdbqt
qvina,8SPD,ligand_637,-6.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_637_out.pdbqt
qvina,8SPD,ligand_638,-5.1,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_638_out.pdbqt
qvina,8SPD,ligand_639,-5.3,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_639_out.pdbqt
qvina,8SPD,ligand_640,-5.2,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_640_out.pdbqt
qvina,8SPD,ligand_641,-5.1,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_641_out.pdbqt
qvina,8SPD,ligand_642,-5.5,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_642_out.pdbqt
qvina,8SPD,ligand_643,-6.1,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_643_out.pdbqt
qvina,8SPD,ligand_644,-5.5,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_644_out.pdbqt
qvina,8SPD,ligand_645,-5.5,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_645_out.pdbqt
qvina,8SPD,ligand_646,-5.2,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_646_out.pdbqt
qvina,8SPD,ligand_647,-5.3,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_647_out.pdbqt
qvina,8SPD,ligand_648,-5.6,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_648_out.pdbqt
qvina,8SPD,ligand_649,-5.5,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_649_out.pdbqt
qvina,8SPD,ligand_650,-6.2,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_650_out.pdbqt
qvina,8SPD,ligand_651,-5.8,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_651_out.pdbqt
qvina,8SPD,ligand_652,-5.3,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_652_out.pdbqt
qvina,8SPD,ligand_653,-5.6,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_653_out.pdbqt
qvina,8SPD,ligand_654,-5.2,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_654_out.pdbqt
qvina,8SPD,ligand_655,-5.1,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_655_out.pdbqt
qvina,8SPD,ligand_656,-5.6,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_656_out.pdbqt
qvina,8SPD,ligand_657,-5.3,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_657_out.pdbqt
qvina,8SPD,ligand_658,-5.6,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_658_out.pdbqt
qvina,8SPD,ligand_659,-5.5,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_659_out.pdbqt
qvina,8SPD,ligand_660,-5.4,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_660_out.pdbqt
qvina,8SPD,ligand_661,-5.4,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_661_out.pdbqt
qvina,8SPD,ligand_662,-5.8,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_662_out.pdbqt
qvina,8SPD,ligand_663,-5.3,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_663_out.pdbqt
qvina,8SPD,ligand_664,-5.5,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_664_out.pdbqt
qvina,8SPD,ligand_665,-5.2,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_665_out.pdbqt
qvina,8SPD,ligand_666,-5.2,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_666_out.pdbqt
qvina,8SPD,ligand_667,-6.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_667_out.pdbqt
qvina,8SPD,ligand_668,-5.6,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_668_out.pdbqt
qvina,8SPD,ligand_669,-5.7,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_669_out.pdbqt
qvina,8SPD,ligand_670,-5.4,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_670_out.pdbqt
qvina,8SPD,ligand_671,-5.1,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_671_out.pdbqt
qvina,8SPD,ligand_672,-5.1,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_672_out.pdbqt
qvina,8SPD,ligand_673,-4.5,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_673_out.pdbqt
qvina,8SPD,ligand_674,-5.2,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_674_out.pdbqt
qvina,8SPD,ligand_675,-5.1,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_675_out.pdbqt
qvina,8SPD,ligand_676,-5.5,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_676_out.pdbqt
qvina,8SPD,ligand_677,-5.4,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_677_out.pdbqt
qvina,8SPD,ligand_678,-5.1,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_678_out.pdbqt
qvina,8SPD,ligand_679,-5.4,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_679_out.pdbqt
qvina,8SPD,ligand_680,-5.4,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_680_out.pdbqt
qvina,8SPD,ligand_681,-5.3,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_681_out.pdbqt
qvina,8SPD,ligand_682,-5.3,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_682_out.pdbqt
qvina,8SPD,ligand_683,-4.1,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_683_out.pdbqt
qvina,8SPD,ligand_684,-4.3,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_684_out.pdbqt
qvina,8SPD,ligand_685,-4.7,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_685_out.pdbqt
qvina,8SPD,ligand_686,-4.9,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_686_out.pdbqt
qvina,8SPD,ligand_687,-4.3,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8SPD/ligand_687_out.pdbqt
