method,protein,ligand,affinity,output_file
qvina,8zyq,ligand_228,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_228_out.pdbqt
qvina,8zyq,ligand_229,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_229_out.pdbqt
qvina,8zyq,ligand_230,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_230_out.pdbqt
qvina,8zyq,ligand_231,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_231_out.pdbqt
qvina,8zyq,ligand_232,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_232_out.pdbqt
qvina,8zyq,ligand_233,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_233_out.pdbqt
qvina,8zyq,ligand_234,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_234_out.pdbqt
qvina,8zyq,ligand_235,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_235_out.pdbqt
qvina,8zyq,ligand_236,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_236_out.pdbqt
qvina,8zyq,ligand_237,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_237_out.pdbqt
qvina,8zyq,ligand_238,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_238_out.pdbqt
qvina,8zyq,ligand_239,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_239_out.pdbqt
qvina,8zyq,ligand_240,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_240_out.pdbqt
qvina,8zyq,ligand_241,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_241_out.pdbqt
qvina,8zyq,ligand_242,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_242_out.pdbqt
qvina,8zyq,ligand_243,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_243_out.pdbqt
qvina,8zyq,ligand_244,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_244_out.pdbqt
qvina,8zyq,ligand_245,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_245_out.pdbqt
qvina,8zyq,ligand_246,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_246_out.pdbqt
qvina,8zyq,ligand_247,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_247_out.pdbqt
qvina,8zyq,ligand_248,,
qvina,8zyq,ligand_249,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_249_out.pdbqt
qvina,8zyq,ligand_250,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_250_out.pdbqt
qvina,8zyq,ligand_251,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_251_out.pdbqt
qvina,8zyq,ligand_252,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_252_out.pdbqt
qvina,8zyq,ligand_253,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_253_out.pdbqt
qvina,8zyq,ligand_254,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_254_out.pdbqt
qvina,8zyq,ligand_255,,
qvina,8zyq,ligand_256,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_256_out.pdbqt
qvina,8zyq,ligand_257,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_257_out.pdbqt
qvina,8zyq,ligand_258,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_258_out.pdbqt
qvina,8zyq,ligand_259,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_259_out.pdbqt
qvina,8zyq,ligand_260,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_260_out.pdbqt
qvina,8zyq,ligand_261,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_261_out.pdbqt
qvina,8zyq,ligand_262,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_262_out.pdbqt
qvina,8zyq,ligand_263,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_263_out.pdbqt
qvina,8zyq,ligand_264,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_264_out.pdbqt
qvina,8zyq,ligand_265,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_265_out.pdbqt
qvina,8zyq,ligand_266,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_266_out.pdbqt
qvina,8zyq,ligand_267,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_267_out.pdbqt
qvina,8zyq,ligand_268,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_268_out.pdbqt
qvina,8zyq,ligand_269,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_269_out.pdbqt
qvina,8zyq,ligand_270,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_270_out.pdbqt
qvina,8zyq,ligand_271,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_271_out.pdbqt
qvina,8zyq,ligand_272,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_272_out.pdbqt
qvina,8zyq,ligand_273,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_273_out.pdbqt
qvina,8zyq,ligand_274,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_274_out.pdbqt
qvina,8zyq,ligand_275,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_275_out.pdbqt
qvina,8zyq,ligand_276,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_276_out.pdbqt
qvina,8zyq,ligand_277,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_277_out.pdbqt
qvina,8zyq,ligand_278,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_278_out.pdbqt
qvina,8zyq,ligand_279,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_279_out.pdbqt
qvina,8zyq,ligand_280,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_280_out.pdbqt
qvina,8zyq,ligand_281,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_281_out.pdbqt
qvina,8zyq,ligand_282,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_282_out.pdbqt
qvina,8zyq,ligand_283,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_283_out.pdbqt
qvina,8zyq,ligand_284,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_284_out.pdbqt
qvina,8zyq,ligand_285,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_285_out.pdbqt
qvina,8zyq,ligand_286,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_286_out.pdbqt
qvina,8zyq,ligand_287,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_287_out.pdbqt
qvina,8zyq,ligand_288,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_288_out.pdbqt
qvina,8zyq,ligand_289,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_289_out.pdbqt
qvina,8zyq,ligand_290,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_290_out.pdbqt
qvina,8zyq,ligand_291,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_291_out.pdbqt
qvina,8zyq,ligand_292,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_292_out.pdbqt
qvina,8zyq,ligand_293,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_293_out.pdbqt
qvina,8zyq,ligand_294,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_294_out.pdbqt
qvina,8zyq,ligand_295,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_295_out.pdbqt
qvina,8zyq,ligand_296,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_296_out.pdbqt
qvina,8zyq,ligand_297,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_297_out.pdbqt
qvina,8zyq,ligand_298,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_298_out.pdbqt
qvina,8zyq,ligand_299,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_299_out.pdbqt
qvina,8zyq,ligand_300,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_300_out.pdbqt
qvina,8zyq,ligand_301,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_301_out.pdbqt
qvina,8zyq,ligand_302,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_302_out.pdbqt
qvina,8zyq,ligand_303,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_303_out.pdbqt
qvina,8zyq,ligand_304,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_304_out.pdbqt
qvina,8zyq,ligand_305,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_305_out.pdbqt
qvina,8zyq,ligand_306,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_306_out.pdbqt
qvina,8zyq,ligand_307,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_307_out.pdbqt
qvina,8zyq,ligand_308,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_308_out.pdbqt
qvina,8zyq,ligand_309,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_309_out.pdbqt
qvina,8zyq,ligand_310,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_310_out.pdbqt
qvina,8zyq,ligand_311,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_311_out.pdbqt
qvina,8zyq,ligand_312,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_312_out.pdbqt
qvina,8zyq,ligand_313,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_313_out.pdbqt
qvina,8zyq,ligand_314,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_314_out.pdbqt
qvina,8zyq,ligand_315,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_315_out.pdbqt
qvina,8zyq,ligand_316,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_316_out.pdbqt
qvina,8zyq,ligand_317,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_317_out.pdbqt
qvina,8zyq,ligand_318,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_318_out.pdbqt
qvina,8zyq,ligand_319,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_319_out.pdbqt
qvina,8zyq,ligand_320,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_320_out.pdbqt
qvina,8zyq,ligand_321,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_321_out.pdbqt
qvina,8zyq,ligand_322,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_322_out.pdbqt
qvina,8zyq,ligand_323,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_323_out.pdbqt
qvina,8zyq,ligand_324,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_324_out.pdbqt
qvina,8zyq,ligand_325,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_325_out.pdbqt
qvina,8zyq,ligand_326,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_326_out.pdbqt
qvina,8zyq,ligand_327,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_327_out.pdbqt
qvina,8zyq,ligand_328,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_328_out.pdbqt
qvina,8zyq,ligand_329,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_329_out.pdbqt
qvina,8zyq,ligand_330,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_330_out.pdbqt
qvina,8zyq,ligand_331,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_331_out.pdbqt
qvina,8zyq,ligand_332,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_332_out.pdbqt
qvina,8zyq,ligand_333,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_333_out.pdbqt
qvina,8zyq,ligand_334,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_334_out.pdbqt
qvina,8zyq,ligand_335,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_335_out.pdbqt
qvina,8zyq,ligand_336,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_336_out.pdbqt
qvina,8zyq,ligand_337,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_337_out.pdbqt
qvina,8zyq,ligand_338,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_338_out.pdbqt
qvina,8zyq,ligand_339,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_339_out.pdbqt
qvina,8zyq,ligand_340,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_340_out.pdbqt
qvina,8zyq,ligand_341,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_341_out.pdbqt
qvina,8zyq,ligand_342,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_342_out.pdbqt
qvina,8zyq,ligand_343,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_343_out.pdbqt
qvina,8zyq,ligand_344,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_344_out.pdbqt
qvina,8zyq,ligand_345,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_345_out.pdbqt
qvina,8zyq,ligand_346,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_346_out.pdbqt
qvina,8zyq,ligand_347,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_347_out.pdbqt
qvina,8zyq,ligand_348,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_348_out.pdbqt
qvina,8zyq,ligand_349,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_349_out.pdbqt
qvina,8zyq,ligand_350,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_350_out.pdbqt
qvina,8zyq,ligand_351,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_351_out.pdbqt
qvina,8zyq,ligand_352,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_352_out.pdbqt
qvina,8zyq,ligand_353,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_353_out.pdbqt
qvina,8zyq,ligand_354,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_354_out.pdbqt
qvina,8zyq,ligand_355,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_355_out.pdbqt
qvina,8zyq,ligand_356,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_356_out.pdbqt
qvina,8zyq,ligand_357,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_357_out.pdbqt
qvina,8zyq,ligand_358,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_358_out.pdbqt
qvina,8zyq,ligand_359,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_359_out.pdbqt
qvina,8zyq,ligand_360,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_360_out.pdbqt
qvina,8zyq,ligand_361,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_361_out.pdbqt
qvina,8zyq,ligand_362,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_362_out.pdbqt
qvina,8zyq,ligand_363,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_363_out.pdbqt
qvina,8zyq,ligand_364,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_364_out.pdbqt
qvina,8zyq,ligand_365,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_365_out.pdbqt
qvina,8zyq,ligand_366,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_366_out.pdbqt
qvina,8zyq,ligand_367,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_367_out.pdbqt
qvina,8zyq,ligand_368,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_368_out.pdbqt
qvina,8zyq,ligand_369,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_369_out.pdbqt
qvina,8zyq,ligand_370,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_370_out.pdbqt
qvina,8zyq,ligand_371,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_371_out.pdbqt
qvina,8zyq,ligand_372,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_372_out.pdbqt
qvina,8zyq,ligand_373,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_373_out.pdbqt
qvina,8zyq,ligand_374,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_374_out.pdbqt
qvina,8zyq,ligand_375,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_375_out.pdbqt
qvina,8zyq,ligand_376,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_376_out.pdbqt
qvina,8zyq,ligand_377,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_377_out.pdbqt
qvina,8zyq,ligand_378,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_378_out.pdbqt
qvina,8zyq,ligand_379,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_379_out.pdbqt
qvina,8zyq,ligand_380,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_380_out.pdbqt
qvina,8zyq,ligand_381,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_381_out.pdbqt
qvina,8zyq,ligand_382,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_382_out.pdbqt
qvina,8zyq,ligand_383,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_383_out.pdbqt
qvina,8zyq,ligand_384,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_384_out.pdbqt
qvina,8zyq,ligand_385,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_385_out.pdbqt
qvina,8zyq,ligand_386,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_386_out.pdbqt
qvina,8zyq,ligand_387,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_387_out.pdbqt
qvina,8zyq,ligand_388,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_388_out.pdbqt
qvina,8zyq,ligand_389,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_389_out.pdbqt
qvina,8zyq,ligand_390,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_390_out.pdbqt
qvina,8zyq,ligand_391,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_391_out.pdbqt
qvina,8zyq,ligand_392,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_392_out.pdbqt
qvina,8zyq,ligand_393,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_393_out.pdbqt
qvina,8zyq,ligand_394,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_394_out.pdbqt
qvina,8zyq,ligand_395,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_395_out.pdbqt
qvina,8zyq,ligand_396,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_396_out.pdbqt
qvina,8zyq,ligand_397,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_397_out.pdbqt
qvina,8zyq,ligand_398,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_398_out.pdbqt
qvina,8zyq,ligand_399,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_399_out.pdbqt
qvina,8zyq,ligand_400,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_400_out.pdbqt
qvina,8zyq,ligand_401,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_401_out.pdbqt
qvina,8zyq,ligand_402,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_402_out.pdbqt
qvina,8zyq,ligand_403,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_403_out.pdbqt
qvina,8zyq,ligand_404,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_404_out.pdbqt
qvina,8zyq,ligand_405,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_405_out.pdbqt
qvina,8zyq,ligand_406,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_406_out.pdbqt
qvina,8zyq,ligand_407,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_407_out.pdbqt
qvina,8zyq,ligand_408,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_408_out.pdbqt
qvina,8zyq,ligand_409,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_409_out.pdbqt
qvina,8zyq,ligand_410,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_410_out.pdbqt
qvina,8zyq,ligand_411,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_411_out.pdbqt
qvina,8zyq,ligand_412,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_412_out.pdbqt
qvina,8zyq,ligand_413,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_413_out.pdbqt
qvina,8zyq,ligand_414,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_414_out.pdbqt
qvina,8zyq,ligand_415,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_415_out.pdbqt
qvina,8zyq,ligand_416,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_416_out.pdbqt
qvina,8zyq,ligand_417,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_417_out.pdbqt
qvina,8zyq,ligand_418,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_418_out.pdbqt
qvina,8zyq,ligand_419,0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_419_out.pdbqt
qvina,8zyq,ligand_420,-0.0,/mnt/tank/scratch/okonovalova/docking-benchmark/data/results/qvina/8zyq/ligand_420_out.pdbqt
